speaker,gender,filepath,emotion,intensity,cue_t_type,offset_start,offset_end,transcription
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Resentment(SocialEmotions)_.wav,Resentment(SocialEmotions),medium,,0.19,3.12,They wronged me and I just can't let it go.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Anger(SocialEmotions)_2.wav,Anger(SocialEmotions),medium,,0.13,3.42,I've had enough of this! I need to speak up now!
Carrie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Carrie_Calmincrisis_1.wav,Calmincrisis,medium,,0.48,2.79,We'll get through this one step at a time.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Compassion(SocialEmotions)_2.wav,Compassion(SocialEmotions),medium,,0.07,4.04,My heart goes out to them. I wish I could do more to help.
Carrie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Carrie_Patientassurance_1.wav,Patientassurance,medium,,0.31,2.7,Let's go over this together to make sure we get it right.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Natalia_DisappointmentSecondary69_1.wav,DisappointmentSecondary69,medium,,0.63,6.06,I feel let down. I really thought it would work out differently.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Natalia_RegertSecondary95_1.wav,RegertSecondary95,medium,,0.62,5.85,I can't stop thinking about what I could have done better. It's weighing on me.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Natalia_AnticipationSecondary96_1.wav,AnticipationSecondary96,medium,,0.74,5.1,I can't wait to see what happens next. It's so exciting!
Carrie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Carrie_Gentleoptimism_1.wav,Gentleoptimism,medium,,0.37,2.65,We're making good progress and things are looking up.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Awe(SocialEmotions)_4.wav,Awe(SocialEmotions),medium,,0.07,3.4,"This is incredible, I've never seen anything like it before."
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Natalia_CuriostiySecondary34_1.wav,CuriostiySecondary34,medium,,0.16,4.52,I'm really intrigued. I need to dig deeper into this.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Frustration(SocialEmotions)_3.wav,Frustration(SocialEmotions),medium,,0.09,3.73,"I'm fed up! No matter what I try, nothing seems to work."
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Amae(RareAndComplex)_.wav,Amae(RareAndComplex),medium,,0.14,4.42,Being with you feels like I can let my guard down completely.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Natalia_NostalgiaSecondary94_1.wav,NostalgiaSecondary94,medium,,0.89,5.51,I can almost feel the past. It's like I'm reliving it.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Wabi-Sabi(RareAndComplex)_.wav,Wabi-Sabi(RareAndComplex),medium,,0.05,7.46,"The cracks in the pottery tell a story of resilience, making it even more beautiful."
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Natalia_ReliefSecondary_1.wav,ReliefSecondary,medium,,0.15,6.09,"I was so worried, but everything turned out fine. What a relief."
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Awe(SocialEmotions)_2.wav,Awe(SocialEmotions),medium,,0.1,3.74,This is incredible! It's like nothing I've ever seen before!
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Komorebi(RareAndComplex)_.wav,Komorebi(RareAndComplex),medium,,0.15,5.86,"The light dances through the trees, painting patterns of warmth on the ground."
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Natalia_EnvySecondary92_1.wav,EnvySecondary92,medium,,1.06,5.57,It's frustrating to watch. I want what they have.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Disappointment(SocialEmotions)_2.wav,Disappointment(SocialEmotions),medium,,0.17,4.14,I feel let down. I really thought it would work out.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Suspicion(SocialEmotions)_.wav,Suspicion(SocialEmotions),medium,,0.16,3.7,I don't trust this. It just doesn't add up.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Natalia_CompassionSecondary_1.wav,CompassionSecondary,medium,,0.2,4.87,I am so sorry you're going through this. How can I help?
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Relief(SocialEmotions)_.wav,Relief(SocialEmotions),medium,,0.31,4.94,"I was so worried, but everything turned out fine. Ugh, what a relief."
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Natalia_ConfidenceSecondary_1.wav,ConfidenceSecondary,medium,,0.24,3.09,I've got this. Let's make it happen.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Loneliness(SocialEmotions)_2.wav,Loneliness(SocialEmotions),medium,,0.08,4.79,I wish I had someone to talk to. It feels like I'm completely alone.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Compassion(SocialEmotions)_3.wav,Compassion(SocialEmotions),medium,,0.24,4.02,You're not alone in this. I'm here to help you every step of the way.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Hiraeth(RareAndComplex)_.wav,Hiraeth(RareAndComplex),medium,,0.22,5.1,"No matter where I go, I'll always long for the place that shaped me."
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Natalia_JealousySecondary53_1.wav,JealousySecondary53,medium,,1.14,6.09,It's not fair. They always seem to get everything handed to them.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Shame(SocialEmotions)_.wav,Shame(SocialEmotions),medium,,0.09,5.17,I can't believe I did that! What must they think of me?
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Excitement(SocialEmotions)_.wav,Excitement(SocialEmotions),medium,,0.13,4.95,This is going to be amazing! Ah! I can't wait!
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Natalia_HopeSecondary_1.wav,HopeSecondary,medium,,0.13,4.6,I really believe in this. We're moving in the right direction.
Carrie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Carrie_Empatheticauthority_1.wav,Empatheticauthority,medium,,0.39,3.85,We are here to help resolve this matter in a way that works for everyone.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Shame(SocialEmotions)_2.wav,Shame(SocialEmotions),medium,,0.03,4.24,I can't stop thinking about what I did. It's humiliating.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Saudade(RareAndComplex)_3.wav,Saudade(RareAndComplex),medium,,0.08,8.41,I wonder if I'll ever feel that way again. Like everything was perfect. For just a moment.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_FutureShock(TechEmotions)_3.wav,FutureShock(TechEmotions),medium,,0.05,6.6,Everything is evolving so quickly. I feel like I'm running to catch up with a world that's already moved on.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Confidence(SocialEmotions)_.wav,Confidence(SocialEmotions),medium,,0.48,2.98,I've got this. Let's make it happen.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_TechNostalgia(TechEmotions)_1.wav,TechNostalgia(TechEmotions),medium,,0.07,8.55,Remember when life felt slower and the sound of a dial-up connection meant adventure? I miss those days.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Sisu(RareAndComplex)_.wav,Sisu(RareAndComplex),medium,,0.03,5.46,"Even when the odds were against me, I found the strength to keep going."
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Curiosity(SocialEmotions)_3.wav,Curiosity(SocialEmotions),medium,,0.19,3.35,I'm eager to figure this out. It's really fascinating.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Guilt(SocialEmotions)_2.wav,Guilt(SocialEmotions),medium,,0.11,4.18,I can't shake the feeling I know I hurt them deeply.
Carrie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Carrie_Empathyfatigue_1.wav,Empathyfatigue,medium,,0.42,3.91,"This is challenging, but we are committed to supporting you."
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Gratitude(SocialEmotions)_.wav,Gratitude(SocialEmotions),medium,,0.23,3.42,I'm so grateful for everything you've done for me.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Humiliation(SocialEmotions)_.wav,Humiliation(SocialEmotions),medium,,0.04,3.61,"That was really humiliating, I can't believe it happened."
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Compassion(SocialEmotions)_.wav,Compassion(SocialEmotions),medium,,0.26,5.25,I'm so sorry you're going through this. How can I help?
Carrie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Carrie_Empatheticvalidation_1.wav,Empatheticvalidation,medium,,0.49,3.29,I know this is a difficult time and we're here to help.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Guilt(SocialEmotions)_4.wav,Guilt(SocialEmotions),medium,,0.0,4.7,It's hard to forgive myself. I made a mistake that hurt someone I care about.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Natalia_DeterminationSecondary_1.wav,DeterminationSecondary,medium,,0.15,4.81,I'm focused and ready to push through whatever comes my way.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Monachopsis(RareAndComplex)_.wav,Monachopsis(RareAndComplex),medium,,0.16,7.46,"No matter how hard I try, there's always a sense that I don't quite belong here."
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Ambedo(RareAndComplex)_.wav,Ambedo(RareAndComplex),medium,,0.14,4.94,"The raindrops on the window looked like tiny worlds, each telling a story."
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Anticipation(SocialEmotions)_3.wav,Anticipation(SocialEmotions),medium,,0.06,4.02,I can't wait to see what happens next. It's so exciting!
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Pihentagyu(RareAndComplex)_.wav,Pihentagyu(RareAndComplex),medium,,0.09,6.59,"With a slice mile, he turned the situation into a moment of light-hearted brilliance."
Carrie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Carrie_Sincereapology_1.wav,Sincereapology,medium,,0.5,3.89,I truly apologize and appreciate your understanding.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Envy(SocialEmotions)_2.wav,Envy(SocialEmotions),medium,,0.13,3.37312,It's frustrating to watch. I want what they have.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Huzun(RareAndComplex)_.wav,Huzun(RareAndComplex),medium,,0.2,6.68,"In every street and shadow, I feel the echoes of what was lost."
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Natalia_EmbarrasmentSecondary_1.wav,EmbarrasmentSecondary,medium,,0.21,4.7,I can't believe I just did that. I'm so embarrassed.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Resfeber(RareAndComplex)_2.wav,Resfeber(RareAndComplex),medium,,0.08,6.53,The excitement and anticipation before setting out feel like a storm in my chest.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Limerence(RareAndComplex)_3.wav,Limerence(RareAndComplex),medium,,0.13,5.56,I can't stop thinking about you. It's like you're always on my mind.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Natalia_PrideSecondary89_1.wav,PrideSecondary89,medium,,0.08,4.43,"I'm really proud of myself, this accomplishment means a lot."
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Limerence(RareAndComplex)_.wav,Limerence(RareAndComplex),medium,,0.29,7.01,"Every thought circles back to you, no matter how hard I try to focus on something else."
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Natalia_ConfidenceSecondary85_1.wav,ConfidenceSecondary85,medium,,0.18,3.93,I feel ready for this. I know I can succeed.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Love(SocialEmotions)_.wav,Love(SocialEmotions),medium,,0.09,6.9,You have my heart. I'm so lucky to have you in my life.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Natalia_AdmirationSecondary88_1.wav,AdmirationSecondary88,medium,,0.07,4.98,They're incredible. Such an inspiration to everyone around them.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Sisu(RareAndComplex)_2.wav,Sisu(RareAndComplex),medium,,0.03,4.0,"I've come too far to give up now, and nothing will stop me."
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Natalia_ShameSecondary35_1.wav,ShameSecondary35,medium,,0.2,4.64,I can't stop thinking about what I did. It's humiliating.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Natalia_AweSecondary62_1.wav,AweSecondary62,medium,,0.56,6.25,I am blown away by what I'm seeing. It's beyond anything I imagined.
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Anticipation(SocialEmotions)_2.wav,Anticipation(SocialEmotions),medium,,0.15,3.59,I'm really looking forward to it. I have a good feeling about this.
Natalia,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Natalia_FrustrationSecondary_1.wav,FrustrationSecondary,medium,,1.03,6.38,Come on! Can we just get this right for once?
Julie,female,Dataset Preparation & Setup/project_voltron_dataset/female/medium/Julie_Acedia(RareAndComplex)_.wav,Acedia(RareAndComplex),medium,,0.18,6.59,"The world feels distant, and I struggle to summon the energy to engage."
